id,name
2020009,"Yua Shinohara"
2020010,"Rinmeikan Girls School"
2020011,"Rinmeikan Girls School"
2020012,"Whirlwind Setsuna"
2020013,"Officer Otonashi"
2020014,"Kondo Isami"
2020017,"Stage Girl"
2020018,"Cerberus"
2020019,"Cheshire Cat"
2020020,"Angelic Song Encore"
2020022,"最強の音楽"
2030001,"Rinmeikan Girls School"
2030002,"Ghost Patrol Squad Member"
2030003,"Benzaiten"
2030004,"Angel's Blessing"
2030005,"Benikage"
2030006,"Shuten-doji"
2030007,"Tsu the Crane"
2030008,"Rinmeikan Girls School"
2030009,"Rinmeikan Girls School"
2030010,"Castaway"
2030011,"Nagakura Shinpachi"
2030012,"PONZU DEVIL"
2030013,"Don José"
2030014,"Benikage Encore"
2030015,"Temperance"
2030017,"Stage Girl"
2030018,"Orpheus"
2030020,"Red Duke Richelieu"
2030022,"Strongest Music"
2040001,"Rinmeikan Girls School"
2040002,"Ghost Patrol Squad Member"
2040003,"Yagyu Jubei"
2040004,"Hanged Man"
2040005,"Onikage"
2040006,"Urashima Taro"
2040007,"Laelaps Hound"
2040008,"Nightingale"
2040009,"Rinmeikan Girls School"
2040010,"Rinmeikan Girls School"
2040011,"Yamato Takeru"
2040012,"Officer Akikaze"
2040013,"Sandy Beach Dark Horse"
2040014,"Saito Hajime"
2040017,"Stage Girl"
2040018,"Hades"
2040022,"Strongest Music"
2050001,"Rinmeikan Girls School"
2050002,"Ghost Patrol Squad Member"
2050003,"Yoshitsune Minamoto"
2050004,"Fuma Kotaro"
2050005,"Christmas Oyuyu"
2050006,"Little Red Riding Hood"
2050007,"Rinmeikan Girls School"
2050008,"Rinmeikan Girls School"
2050009,"Demon Hunter Suiren"
2050010,"Magician"
2050011,"Juliet"
2050012,"Stage Girls Collection"
2050014,"Okita Soji"
2050017,"Stage Girl"
2050018,"Eurydice"
2050020,"Little Red Riding Hood Encore"
2050022,"最強の音楽"
2050024,"Dr. Jekyll"
3010001,"Frontier School of Arts"
3010002,"Greenhorn Captain"
3010003,"Fairy Godmother"
3010004,"Easter Bunny"
3010005,"Alice"
3010007,"Little Red Riding Hood"
3010008,"Procyon"
3010009,"Dorothy"
3010010,"Frontier School of Arts"
3010011,"Frontier School of Arts"
3010012,"Initial Drums"
3010013,"Jack the Kid"
3010015,"Moon"
3010017,"Stage Girl"
3010018,"White Frontier"
3010019,"Brünnhilde"
3010020,"Alice Encore"
3010021,"Cordelia"
3010022,"Rapunzel"
3020001,"Frontier School of Arts"
3020002,"Greenhorn Helmsman"
3020003,"Don Quixote"
3020004,"Pandora"
3020005,"White Rabbit"
3020006,"Snow White"
3020007,"Frontier School of Arts"
3020008,"Frontier School of Arts"
3020009,"The Little Prince"
3020010,"Thor"
3020013,"Stormy Ace"
3020015,"Faith"
3020017,"Stage Girl"
3020018,"Blue Frontier"
3030001,"Frontier School of Arts"
3030002,"Pirate Queen's Bodyguard"
3030003,"Cinderella"
3030004,"Easter Bunny"
3030005,"Sailor Noah"
3030006,"Erichthonius"
3030007,"Arsene Lupin"
3030008,"The Hatter"
3030009,"Frontier School of Arts"
3030010,"Frontier School of Arts"
3030011,"Santa Savior"
3030012,"Carmen"
3030013,"Detective of Justice Joker"
3030015,"Hope"
3030017,"Stage Girl"
3030018,"Red Frontier"
3030019,"Sailor Noah Encore"
3030020,"Thumbelina"
3040001,"Frontier School of Arts"
3040002,"Veteran Pirate"
3040003,"Wild Spiderwitch"
3040004,"Holiday Felicitations!"
3040005,"Charity"
3040006,"Cheshire Cat"
3040008,"Genie of the Lamp"
3040009,"Sachi Honjo"
3040010,"Frontier School of Arts"
3040011,"Frontier School of Arts"
3040012,"Lady of the Spring"
3040013,"Queen of Deception"
3040014,"Benzaiten"
3040017,"Stage Girl"
3040018,"Yellow Frontier"
3040020,"Wild Spider Witch Encore"
3050001,"Frontier School of Arts"
3050002,"Pirate Queen"
3050003,"Jack-o-Lantern"
3050004,"Easter Bunny"
3050005,"Queen of Hearts"
3050006,"Count of Monte Cristo"
3050007,"Sailor Captain Marion"
3050008,"Judgement"
3050009,"Venus"
3050010,"Odile"
3050011,"Frontier School of Arts"
3050012,"Frontier School of Arts"
3050013,"Calamity King"
3050014,"Odin"
3050015,"Gilgamesh"
3050016,"Hercule"
3050017,"Stage Girl"
3050018,"Black Frontier"
3050020,"Odile Encore"
3050022,"Witch"
4010001,"Siegfeld Institute of Music"
4010002,"Celestial Goddess"
4010003,"Siren"
4010004,"Beast"
4010005,"Doctor"
4010006,"Perseus"
4010007,"Artemis"
4010008,"Kogoro Akechi"
4010009,"Siegfeld Institute of Music"
4010010,"Siegfeld Institute of Music"
4010011,"Initial Bass"
4010012,"Kaede Sakuraba"
4010013,"Agent Lady A"
4010014,"Captain Klaus"
4010015,"Emperor"
4010017,"Stage Girl"
4010018,"Ashiya Doman"
4010019,"Delight"
4010022,"Cancer"
4010023,"Loyal Soldier Klaus"
4020001,"Siegfeld Institute of Music"
4020002,"Water Goddess"
4020003,"Heracles"
4020004,"Hierophant"
4020005,"Happy New Year!"
4020006,"Orihime"
4020007,"Pied Piper of Hamelin"
4020008,"Phantom"
4020009,"Hellsing"
4020010,"Siegfeld Institute of Music"
4020011,"Siegfeld Institute of Music"
4020012,"Delight"
4020013,"Hellsing Encore"
4020014,"First Lieutenant Joshua"
4020017,"Stage Girl"
4020018,"Abe no Seimei"
4020020,"Dorothy"
4020023,"Loyal Soldier Joshua"
4030001,"Siegfeld Institute of Music"
4030002,"Fire Goddess"
4030003,"Empress"
4030004,"Lu Bu"
4030005,"Nurse"
4030006,"Hikoboshi"
4030007,"Kung Fu Star"
4030008,"Hermes"
4030009,"Siegfeld Institute of Music"
4030010,"Siegfeld Institute of Music"
4030011,"Snow White"
4030012,"Black Santa"
4030014,"Second Lieutenant Fu"
4030017,"Stage Girl"
4030018,"Sakata no Kintoki"
4030023,"Loyal Soldier Fu"
4040001,"Siegfeld Institute of Music"
4040002,"Wind Goddess"
4040003,"Belle"
4040004,"Thumbelina"
4040005,"Pollux"
4040006,"Vampire"
4040007,"Siegfeld Institute of Music"
4040008,"Siegfeld Institute of Music"
4040009,"Andromeda"
4040010,"Juliet"
4040011,"BLOODY DEVIL"
4040012,"Aries"
4040014,"Blitz Holly"
4040015,"Chariot"
4040017,"Stage Girl"
4040018,"Shuten-doji"
4040020,"Andromeda Encore"
4040021,"White Rabbit"
4040023,"Loyal Soldier Holly"
4050001,"Siegfeld Institute of Music"
4050002,"Earth Goddess"
4050003,"Diaochan"
4050004,"Arsene Lupin"
4050005,"Nurse"
4050006,"Julius Caesar"
4050007,"The Little Match Girl"
4050008,"Cupid"
4050009,"Sonoko Yuki"
4050010,"Siegfeld Institute of Music"
4050011,"Siegfeld Institute of Music"
4050012,"Queen of Hearts"
4050013,"Loki"
4050014,"Warrant Officer Coyote Cain"
4050015,"Fool"
4050016,"Ruler of the Court"
4050017,"Stage Girl"
4050018,"Minamoto no Yorimitsu"
4050019,"Stage Girls Collection"
4050023,"Loyal Soldier Cain"
4050024,"Gemini"
4060001,"Siegfeld Institute of Music"
4060002,"Future Stage Girl"
4060003,"Fairy Puck"
4070001,"Siegfeld Institute of Music"
4070002,"Future Stage Girl"
4070003,"Titania"
4070004,"Agent Lady A"
4070005,"Knight Luisa"
4080001,"Siegfeld Institute of Music"
4080002,"Future Stage Girl"
4080003,"St. Nicholas"
4080004,"The Little Match Girl"
4090001,"Siegfeld Institute of Music"
4090002,"Future Stage Girl"
4090004,"Arsene Lupin"
4100001,"Siegfeld Institute of Music"
4100002,"Future Stage Girl"
4100005,"Knight Royce"
5010001,"Stage Girl"
5010002,"Liu Bei"
5010004,"Romeo"
5010005,"Snow White"
5010006,"Marie Antoinette"
5010007,"Delight"
5010008,"Konohanasakuya-hime"
5010009,"Liu Bei Encore"
5020001,"Stage Girl"
5020002,"Zhang Fei"
5020003,"Hansel"
5020005,"Snow White Prince"
5030001,"Stage Girl"
5030002,"Guan Yu"
5030003,"Erda"
5030005,"Snow White Queen"
9010001,"Imperial Combat Revue: Flower Division"
9020001,"Paris Combat Revue: Flower Division"
9030001,"New York Combat Revue: Star Division"
